title,url,discounted_price,original_price
H96 MAX TV Box RK3328 Quad Core 4G+32G Android 7.1 HD Dual WiFi BT Smart TV Box,https://www.cigabuy.com/h96-max-tv-box-rk3328-quad-core-4g32g-android-71-hd-dual-wifi-bt-smart-tv-box-p-21727.html,$16.55,$127.11 
Authentic SMOK IPX 80 Kit - Black Carbon Fiber,https://www.cigabuy.com/authentic-smok-ipx-80-kit-black-carbon-fiber-p-20612.html,$24.76,$28.21 
Authentic Geekvape Wenax C1 Kit - Grey,https://www.cigabuy.com/authentic-geekvape-wenax-c1-kit-grey-p-20494.html,$15.69,$23.15 
Authentic Eleaf Iore Lite Pod Kit Plastic Standard Edition - White,https://www.cigabuy.com/authentic-eleaf-iore-lite-pod-kit-plastic-standard-edition-white-p-21560.html,$7.33,$8.39 
Authentic Geekvape Aegis Hero Pod Mod Kit - Silver,https://www.cigabuy.com/authentic-geekvape-aegis-hero-pod-mod-kit-silver-p-19991.html,$25.45,$41.18 
Authentic Joyetech EVIO BOX Pod Kit - Black PC Version,https://www.cigabuy.com/authentic-joyetech-evio-box-pod-kit-black-pc-version-p-21764.html,,
Authentic Geekvape Z50 Kit - Rainbow,https://www.cigabuy.com/authentic-geekvape-z50-kit-rainbow-p-21335.html,,
Authentic Smoant SANTI Pod Kit - Full Black,https://www.cigabuy.com/authentic-smoant-santi-pod-kit-full-black-p-20317.html,,
3 x Authentic SMOK SCAR-P5 Empty Replacement RPM2 Pod,https://www.cigabuy.com/3-x-authentic-smok-scar-p5-empty-replacement-rpm2-pod-p-19364.html,$0.12,$5.41 
Authentic Horizon Adamats 930mAh Pod System Kit - Space Black,https://www.cigabuy.com/authentic-horizon-adamats-930mah-pod-system-kit-space-black-p-17738.html,,
K2 Colorful Screen Heart Rate Smart Bracelet IP68 Waterproof Long Standby Time,https://www.cigabuy.com/k2-colorful-screen-heart-rate-smart-bracelet-ip68-waterproof-long-standby-time-p-21643.html,$11.86,$40.89 
LF606 2.4Ghz Mini Fold Drone WiFi RC Drone,https://www.cigabuy.com/lf606-24ghz-mini-fold-drone-wifi-rc-drone-p-21734.html,$8.27,$20.84 
Authentic Geekvape G18 Starter Pen Kit - Wood,https://www.cigabuy.com/authentic-geekvape-g18-starter-pen-kit-wood-p-21771.html,,
Authentic SMOK IPX 80 Kit - Blue,https://www.cigabuy.com/authentic-smok-ipx-80-kit-blue-p-20614.html,$23.96,$26.77 
Authentic Uwell Crown 3 Sub-Ohm Tank TPD Edition - Blue+Purple,https://www.cigabuy.com/authentic-uwell-crown-3-sub-ohm-tank-tpd-edition-bluepurple-p-21248.html,$4.74,$7.29 
Authentic Aspire Zelos 3 Mod - Metallic Silver,https://www.cigabuy.com/authentic-aspire-zelos-3-mod-metallic-silver-p-21714.html,,
Ordro HDV-V12 1080p FHD Digital Camera DV Camcorder,https://www.cigabuy.com/ordro-hdv-v12-1080p-fhd-digital-camera-dv-camcorder-p-21736.html,$17.73,$75.66 
Authentic Geekvape Obelisk 120 FC MOD without Fast Charger - Blue,https://www.cigabuy.com/authentic-geekvape-obelisk-120-fc-mod-without-fast-charger-blue-p-21092.html,$50.50,$79.74 
2pcs Authentic Uwell Crown Pod 1250mAh Pod System Kit - Grey,https://www.cigabuy.com/2pcs-authentic-uwell-crown-pod-1250mah-pod-system-kit-grey-p-21238.html,$15.20,$19.47 
KUNHURNG Watch Men  Analog Sport Wristwatch Military Leather,https://www.cigabuy.com/kunhurng-watch-men-analog-sport-wristwatch-military-leather-p-21603.html,$3.56,$18.85 
Authentic SMOK IPX 80 Kit - Red,https://www.cigabuy.com/authentic-smok-ipx-80-kit-red-p-20615.html,,
Authentic SMOK ACRO Pod Kit - Black,https://www.cigabuy.com/authentic-smok-acro-pod-kit-black-p-20642.html,$20.76,$23.51 
JY011 2.4G Drone with WIFI FPV HD Camera Real time RC Quadcopter,https://www.cigabuy.com/jy011-24g-drone-with-wifi-fpv-hd-camera-real-time-rc-quadcopter-p-21725.html,$9.46,$107.32 
Baellerry Men Wallet Luxury Long Clutch Handy Bag Male PU Leather Purse,https://www.cigabuy.com/baellerry-men-wallet-luxury-long-clutch-handy-bag-male-pu-leather-purse-p-20149.html,,
Authentic VOOPOO Argus Pro 80W Pod Kit - Vintage Grey & Silver,https://www.cigabuy.com/authentic-voopoo-argus-pro-80w-pod-kit-vintage-grey-silver-p-20194.html,,
BT72 Bluetooth FM Transmitter,https://www.cigabuy.com/bt72-bluetooth-fm-transmitter-p-21132.html,$3.60,$8.62 
Authentic Wotofo Manik Mini Pod Kit - Gray,https://www.cigabuy.com/authentic-wotofo-manik-mini-pod-kit-gray-p-20626.html,$18.58,$34.88 
Authentic VOOPOO Argus Pro 80W Pod Kit - Carbon fiber & Black,https://www.cigabuy.com/authentic-voopoo-argus-pro-80w-pod-kit-carbon-fiber-black-p-20195.html,$29.04,$30.10 
NAVIFORCE Watches Mens Steel Business Dress Wrist Watch Waterproof Clock,https://www.cigabuy.com/naviforce-watches-mens-steel-business-dress-wrist-watch-waterproof-clock-p-21743.html,$1.18,$52.83 
Authentic SMOK ACRO Pod Kit - Blue Purple,https://www.cigabuy.com/authentic-smok-acro-pod-kit-blue-purple-p-20645.html,,
Authentic Uwell Whirl S Pen Kit - Blue,https://www.cigabuy.com/authentic-uwell-whirl-s-pen-kit-blue-p-20635.html,$24.68,$38.81 
Authentic Aspire Zelos 3 Mod - Gunmetal,https://www.cigabuy.com/authentic-aspire-zelos-3-mod-gunmetal-p-21715.html,,
Authentic Smoant Pasito 1100mAh Pod System Kit - Carbon Black,https://www.cigabuy.com/authentic-smoant-pasito-1100mah-pod-system-kit-carbon-black-p-15095.html,$22.24,$23.40 
2pcs Authentic Joyetech Riftcore Duo RTA 3.5ML - Blue,https://www.cigabuy.com/2pcs-authentic-joyetech-riftcore-duo-rta-35ml-blue-p-21261.html,$8.76,$12.16 
Authentic SMOK Novo 4 Pod Kit - Black Carbon Fiber,https://www.cigabuy.com/authentic-smok-novo-4-pod-kit-black-carbon-fiber-p-20732.html,$22.36,$24.67 
Authentic Steam Crave Aromamizer Plus V2 RDTA Basic Kit - Gunmetal,https://www.cigabuy.com/authentic-steam-crave-aromamizer-plus-v2-rdta-basic-kit-gunmetal-p-18329.html,$32.34,$59.10 
Authentic Vaporesso Luxe Q Kit - Black,https://www.cigabuy.com/authentic-vaporesso-luxe-q-kit-black-p-20678.html,,
Authentic IJOY PikGo Starter KIT 1300mAh - Black,https://www.cigabuy.com/authentic-ijoy-pikgo-starter-kit-1300mah-black-p-20131.html,,
Authentic SMOK MORPH POD-40 Pod Kit - Black Blue,https://www.cigabuy.com/authentic-smok-morph-pod-40-pod-kit-black-blue-p-20747.html,$29.23,$31.93 
Mini Infrared Induction Helicopter Hand Induction Flying Aircraft for Kids,https://www.cigabuy.com/mini-infrared-induction-helicopter-hand-induction-flying-aircraft-for-kids-p-21731.html,$3.55,$15.69 
Kingston TF Card 8GB Class 4 SDHC Mobile phone,https://www.cigabuy.com/kingston-tf-card-8gb-class-4-sdhc-mobile-phone-p-19758.html,$1.12,$16.53 
Authentic FreeMax Onnix 20W Kit - Black,https://www.cigabuy.com/authentic-freemax-onnix-20w-kit-black-p-20765.html,,
300pcs Demon Killer Slacker Cotton for RTA Building 60pcs/pack,https://www.cigabuy.com/300pcs-demon-killer-slacker-cotton-for-rta-building-60pcspack-p-21279.html,$10.46,$11.79 
Authentic Geekvape G18 Starter Pen Kit - Black,https://www.cigabuy.com/authentic-geekvape-g18-starter-pen-kit-black-p-21769.html,,
Mini 1200LM LED USB Rechargeable Tactical Flashlight,https://www.cigabuy.com/mini-1200lm-led-usb-rechargeable-tactical-flashlight-p-20801.html,$1.60,$14.65 
Authentic Geekvape Obelisk 120 FC MOD without Fast Charger - Black,https://www.cigabuy.com/authentic-geekvape-obelisk-120-fc-mod-without-fast-charger-black-p-21091.html,,
Authentic Vandyvape JACKAROO Mini Kit - Resin Blue Porcelain,https://www.cigabuy.com/authentic-vandyvape-jackaroo-mini-kit-resin-blue-porcelain-p-21777.html,,
Authentic Geekvape Mero AIO Kit - Silver,https://www.cigabuy.com/authentic-geekvape-mero-aio-kit-silver-p-20202.html,$19.04,$25.79 
20pcs Uwell Crown 3 0.5ohm Coil Head + 1pcs Free Crown 3 Sub-Ohm Tank Silver,https://www.cigabuy.com/20pcs-uwell-crown-3-05ohm-coil-head-1pcs-free-crown-3-sub-ohm-tank-silver-p-21161.html,$45.24,$51.80 
Authentic Joyetech EVIO C Pod Kit - Blue,https://www.cigabuy.com/authentic-joyetech-evio-pod-kit-blue-p-20617.html,,
Authentic Uwell Whirl S Pen Kit - Dark gray,https://www.cigabuy.com/authentic-uwell-whirl-s-pen-kit-dark-gray-p-20634.html,$24.68,$38.81 
20 x Authentic Wotofo Profile 0.18Ω Mesh Coil for Profile RDA 10pcs/pack,https://www.cigabuy.com/20-x-authentic-wotofo-profile-018Ω-mesh-coil-for-profile-rda-10pcspack-p-21688.html,$4.88,$9.44 
Authentic Geekvape G18 Starter Pen Kit - Blue,https://www.cigabuy.com/authentic-geekvape-g18-starter-pen-kit-blue-p-21770.html,,
Authentic Aspire Zelos 3 Mod - Blue,https://www.cigabuy.com/authentic-aspire-zelos-3-mod-blue-p-21716.html,,
Baellerry Men PU Leather Functional Long Wallet Vintage Purse Clutch Bag,https://www.cigabuy.com/baellerry-men-pu-leather-functional-long-wallet-vintage-purse-clutch-bag-p-18920.html,,
Zeblaze THOR 4 PRO 4G SmartWatch 1.6 inch Crystal Display Smart Watch,https://www.cigabuy.com/zeblaze-thor-4-pro-4g-smartwatch-16-inch-crystal-display-smart-watch-p-21428.html,$11.86,$88.08 
8 x Authentic Uwell Caliburn 2ml Replaced Pod Cartridge 4pcs/pack,https://www.cigabuy.com/8-x-authentic-uwell-caliburn-2ml-replaced-pod-cartridge-4pcspack-p-21693.html,$18.17,$19.17 
Authentic Geekvape Aegis Hero Pod Mod Kit - Red,https://www.cigabuy.com/authentic-geekvape-aegis-hero-pod-mod-kit-red-p-19993.html,$26.92,$41.18 
MK28 Sport Smart Watch Bluetooth 4.0 Waterproof Digital Watch Outdoor,https://www.cigabuy.com/mk28-sport-smart-watch-bluetooth-40-waterproof-digital-watch-outdoor-p-21601.html,$1.18,$28.43 
GASON A2 Electronic Digital  LCD Scale Large Glass Screen Backlit Display 400lb,https://www.cigabuy.com/gason-a2-electronic-digital-lcd-scale-large-glass-screen-backlit-display-400lb-p-21730.html,$1.18,$56.64 
20pcs Strong BBQ Kit BBQ Tools Camp Shovel Cooking Roast Fork Stainless Steel,https://www.cigabuy.com/20pcs-strong-bbq-kit-bbq-tools-camp-shovel-cooking-roast-fork-stainless-steel-p-20154.html,,
Authentic VOOPOO VINCI 2 Pod Kit - Velvet Blue,https://www.cigabuy.com/authentic-voopoo-vinci-2-pod-kit-velvet-blue-p-21270.html,,
5pcs Wood Grain Resin 810 Drip Tip - Black,https://www.cigabuy.com/5pcs-wood-grain-resin-810-drip-tip-black-p-21321.html,$8.33,$9.89 
Authentic Eleaf iSolo Air Kit - Red,https://www.cigabuy.com/authentic-eleaf-isolo-air-kit-red-p-20590.html,$26.16,$27.44 
Authentic SMOK RPM 4 Pod Kit - Black,https://www.cigabuy.com/authentic-smok-rpm-4-pod-kit-black-p-21164.html,,
Mini Bluetooth Earbud 6 Hour Playtime Car Headset with Mic for iPhone,https://www.cigabuy.com/mini-bluetooth-earbud-6-hour-playtime-car-headset-with-mic-for-iphone-p-19725.html,$1.19,$16.53 
1 x Authentic Vaporesso GTX RBA Coil,https://www.cigabuy.com/1-x-authentic-vaporesso-gtx-rba-coil-p-20218.html,,
Authentic Geekvape G18 Starter Pen Kit - SS,https://www.cigabuy.com/authentic-geekvape-g18-starter-pen-kit-ss-p-21768.html,,
Authentic Geekvape Obelisk 120 FC Zeus Tank Kit without Fast Charger - Blue,https://www.cigabuy.com/authentic-geekvape-obelisk-120-fc-zeus-tank-kit-without-fast-charger-blue-p-21088.html,$61.68,$99.70 
Authentic SMOK RPM 4 Pod Kit - Red Leather,https://www.cigabuy.com/authentic-smok-rpm-4-pod-kit-red-leather-p-21168.html,,
150pcs Demon Killer Slacker Cotton Hardcover for RTA Building 30pcs/pack,https://www.cigabuy.com/150pcs-demon-killer-slacker-cotton-hardcover-for-rta-building-30pcspack-p-21219.html,$10.91,$12.64 
0-150mm 6 Inch Plastic LCD Digital Electronic Carbon Fiber Vernier Caliper,https://www.cigabuy.com/0-150mm-6-inch-plastic-lcd-digital-electronic-carbon-fiber-vernier-caliper-p-14954.html,$3.01,$9.72 
Cotton Scarf Women Solid Color Fringed Scarf,https://www.cigabuy.com/cotton-scarf-women-solid-color-fringed-scarf-p-15423.html,$3.52,$4.94 
Authentic Eleaf iSolo Air Kit - Dark Brown,https://www.cigabuy.com/authentic-eleaf-isolo-air-kit-dark-brown-p-20593.html,$26.16,$27.44 
20 x Vandy Vape Ni80 Triple Fused Clapton Coil 28ga*3+38ga 0.41ohm 10pcs/pack,https://www.cigabuy.com/20-x-vandy-vape-ni80-triple-fused-clapton-coil-28ga338ga-041ohm-10pcspack-p-21691.html,$6.22,$10.16 
Authentic Geekvape Aegis Nano Pod Kit  - Camo Silver,https://www.cigabuy.com/authentic-geekvape-aegis-nano-pod-kit-camo-silver-p-21179.html,,
Home Security System Alarm Voice Acousto-optic Siren 433MHz,https://www.cigabuy.com/home-security-system-alarm-voice-acousto-optic-siren-433mhz-p-21719.html,$1.18,$71.78 
S610 Portable Outdoor Waterproof Bluetooth Speaker,https://www.cigabuy.com/s610-portable-outdoor-waterproof-bluetooth-speaker-p-21738.html,$14.19,$63.09 
Authentic Suorin Air Mod Pod Kit - Gunmetal,https://www.cigabuy.com/authentic-suorin-air-mod-pod-kit-gunmetal-p-21317.html,,
Portable Waterproof Outdoor Wireless Car Bluetooth Speaker for iPhone Xiaomi,https://www.cigabuy.com/portable-waterproof-outdoor-wireless-car-bluetooth-speaker-for-iphone-xiaomi-p-21732.html,$2.36,$15.37 
10 x Vandyvape Dual M Prebuilt Wire Coil 0.12ohm,https://www.cigabuy.com/10-x-vandyvape-dual-prebuilt-wire-coil-012ohm-p-16372.html,,
4pcs Authentic Uwell Caliburn G Pod Cartridges 2pcs/pack,https://www.cigabuy.com/4pcs-authentic-uwell-caliburn-g-pod-cartridges-2pcspack-p-21695.html,,
5-in-1 Multi-Functional Mini Handheld Car Air Pump,https://www.cigabuy.com/5-in-1-multi-functional-mini-handheld-car-air-pump-p-14854.html,$4.42,$29.54 
5 x Authentic Vaporesso GTX 1.2ohm Regular Coil,https://www.cigabuy.com/5-x-authentic-vaporesso-gtx-12ohm-regular-coil-p-20263.html,,
Original Xiaomi Wired Remote Control Selfie Monopod f iOS and Android,https://www.cigabuy.com/original-xiaomi-wired-remote-control-selfie-monopod-f-ios-and-android-p-21718.html,$3.55,$21.37 
P1 DLP LED Projector 30 Lumens 640 x 360 Pixels 1080P Micro Projector,https://www.cigabuy.com/p1-dlp-led-projector-30-lumens-640-x-360-pixels-1080p-micro-projector-p-21720.html,$35.46,$164.49 
Authentic Joyetech EVIO BOX Pod Kit - Flame,https://www.cigabuy.com/authentic-joyetech-evio-box-pod-kit-flame-p-21767.html,,
5 x Authentic Voopoo Uforce N1 Single Meshed 0.13ohm Coil Head,https://www.cigabuy.com/5-x-authentic-voopoo-uforce-n1-single-meshed-013ohm-coil-head-p-13852.html,$9.74,$11.45 
10pcs Authentic VOOPOO PnP-VM1 Mesh Coil 0.3ohm 5pcs/pack,https://www.cigabuy.com/10pcs-authentic-voopoo-pnp-vm1-mesh-coil-03ohm-5pcspack-p-21689.html,$18.59,$20.01 
Authentic Vandyvape JACKAROO Mini Kit - G10 Obsidian Black,https://www.cigabuy.com/authentic-vandyvape-jackaroo-mini-kit-g10-obsidian-black-p-21775.html,,
Authentic Vandyvape JACKAROO Mini Kit - Stripy Black,https://www.cigabuy.com/authentic-vandyvape-jackaroo-mini-kit-stripy-black-p-21776.html,,
Y5 Color Screen Wristband Watch Smart Electronics Bracelet,https://www.cigabuy.com/y5-color-screen-wristband-watch-smart-electronics-bracelet-p-21131.html,$3.56,$8.82 
Authentic Wotofo Manik Mini Pod Kit - Black,https://www.cigabuy.com/authentic-wotofo-manik-mini-pod-kit-black-p-20625.html,$18.58,$34.88 
Send Money for Special Payments -Different Fees as Description,https://www.cigabuy.com/send-money-for-special-payments-different-fees-as-description-p-2874.html,,
Swan Base Holder Dinnerware Set with 5 Forks and 5 Spoons - Gold,https://www.cigabuy.com/swan-base-holder-dinnerware-set-with-5-forks-and-5-spoons-gold-p-21308.html,$6.70,$24.02 
Authentic SMOK IPX 80 Kit - Grey,https://www.cigabuy.com/authentic-smok-ipx-80-kit-grey-p-20613.html,,
Authentic Uwell Whirl S Pen Kit - Iridescent,https://www.cigabuy.com/authentic-uwell-whirl-s-pen-kit-iridescent-p-20636.html,$24.36,$38.81 
P47 On Ear Wireless Bluetooth 5.0 Headphones Dynamic Plastic Cell Phone Headset,https://www.cigabuy.com/p47-on-ear-wireless-bluetooth-50-headphones-dynamic-plastic-cell-phone-headset-p-14860.html,$3.58,$4.10 
Authentic Vaporesso GTX GO 40 Kit - Matte Grey,https://www.cigabuy.com/authentic-vaporesso-gtx-go-40-kit-matte-grey-p-21289.html,,
Authentic VOOPOO SEAL Pod Kit - Dark Brown,https://www.cigabuy.com/authentic-voopoo-seal-pod-kit-dark-brown-p-21641.html,,
HBQ i7 TWS Wireless Bluetooth Headphone V4.2 Binaural Earphone,https://www.cigabuy.com/hbq-i7-tws-wireless-bluetooth-headphone-v42-binaural-earphone-p-21660.html,$2.38,$21.49 
Authentic Uwell Crown Pod 1250mAh Pod System Kit - Grey+Red,https://www.cigabuy.com/authentic-uwell-crown-pod-1250mah-pod-system-kit-greyred-p-21242.html,$15.20,$19.47 
Night Light Multi-Color Star Projector Plush,https://www.cigabuy.com/night-light-multi-color-star-projector-plush-p-20715.html,,
Authentic Joyetech EVIO C Pod Kit - Green,https://www.cigabuy.com/authentic-joyetech-evio-pod-kit-green-p-20618.html,,
10 x Authentic Wotofo nexMESH Clapton Ni80 + A1 0.2ohm Coil 5pcs/pack,https://www.cigabuy.com/10-x-authentic-wotofo-nexmesh-clapton-ni80-a1-02ohm-coil-5pcspack-p-21687.html,,
Authentic VOOPOO SEAL Pod Kit - Ash Grey,https://www.cigabuy.com/authentic-voopoo-seal-pod-kit-ash-grey-p-21640.html,,
K680 Rechargeable Wireless Gaming Keyboard and Mouse Set With LED Kit Combos,https://www.cigabuy.com/k680-rechargeable-wireless-gaming-keyboard-and-mouse-set-with-led-kit-combos-p-18926.html,,
Authentic Joyetech EVIO C Pod Kit - Grey,https://www.cigabuy.com/authentic-joyetech-evio-pod-kit-grey-p-20619.html,,
5pcs 2.5 Feet Authentic VandyVape Vape Cotton Loops,https://www.cigabuy.com/5pcs-25-feet-authentic-vandyvape-vape-cotton-loops-p-21218.html,$5.99,$7.98 
5pcs Wood Grain Resin 510 Drip Tip - Black,https://www.cigabuy.com/5pcs-wood-grain-resin-510-drip-tip-black-p-21281.html,$6.55,$7.99 
Frame Stand Bracket Exercise Tool Gym Workout Fitness Muscle Training Hot,https://www.cigabuy.com/frame-stand-bracket-exercise-tool-gym-workout-fitness-muscle-training-hot-p-21129.html,$1.19,$2.87 
Authentic FreeMax Onnix 20W Kit - Gunmetal,https://www.cigabuy.com/authentic-freemax-onnix-20w-kit-gunmetal-p-20768.html,,
2pcs Authentic Uwell Crown 3 5ML Sub-Ohm Tank Atomizer - Purple,https://www.cigabuy.com/2pcs-authentic-uwell-crown-3-5ml-sub-ohm-tank-atomizer-purple-p-21256.html,$4.74,$7.29 
Authentic Steam Crave Hadron Pro DNA250C 400W MOD - Black,https://www.cigabuy.com/authentic-steam-crave-hadron-pro-dna250c-400w-mod-black-p-21505.html,,
T10 Bluetooth Headsets Wireless Earbuds 5.0 TWS Earphone,https://www.cigabuy.com/t10-bluetooth-headsets-wireless-earbuds-50-tws-earphone-p-19735.html,$7.15,$9.53 
10pcs Authentic Uwell Crown Pod 1250mAh Pod System Kit - Black,https://www.cigabuy.com/10pcs-authentic-uwell-crown-pod-1250mah-pod-system-kit-black-p-21141.html,$66.93,$96.45 
Authentic Geekvape Obelisk 120 FC MOD without Fast Charger - SS,https://www.cigabuy.com/authentic-geekvape-obelisk-120-fc-mod-without-fast-charger-ss-p-21094.html,,
Luxury Women Watches,https://www.cigabuy.com/luxury-women-watches-p-21587.html,$1.19,$6.71 
5pcs 1.6ml eGo-CE4 Clearomizer Plastic Drip Tip,https://www.cigabuy.com/5pcs-16ml-ego-ce4-clearomizer-plastic-drip-tip-p-21278.html,$2.65,$4.19 
Authentic Vandyvape JACKAROO Mini Kit - Resin Red Agate,https://www.cigabuy.com/authentic-vandyvape-jackaroo-mini-kit-resin-red-agate-p-21778.html,,
Smart Digital Alarm Clock Large LCD Screen Big Digit Backlit,https://www.cigabuy.com/smart-digital-alarm-clock-large-lcd-screen-big-digit-backlit-p-20921.html,$3.44,$11.69 
Authentic SMOK G-PRIV Pod Kit - Nano Chrome,https://www.cigabuy.com/authentic-smok-g-priv-pod-kit-nano-chrome-p-21637.html,,
Mini I8X Wireless Bluetooth V4.2 In-Ear Headphone for iPhone 6 - Right Earbuds,https://www.cigabuy.com/mini-i8x-wireless-bluetooth-v42-in-ear-headphone-for-iphone-6-right-earbuds-p-21404.html,$1.19,$3.53 
Authentic VOOPOO Argus Air Pod Kit - Desert Camouflage,https://www.cigabuy.com/authentic-voopoo-argus-air-pod-kit-desert-camouflage-p-19271.html,$21.34,$24.70 
MEGIR 2028G Men Watch Quartz Leather Watch,https://www.cigabuy.com/megir-2028g-men-watch-quartz-leather-watch-p-18781.html,$3.56,$13.21 
Multi-function Led Digital Alarm Clock Night Light Thermometer Mirror,https://www.cigabuy.com/multi-function-led-digital-alarm-clock-night-light-thermometer-mirror-p-21722.html,$2.36,$41.33 
10pcs Authentic Uwell Crown Pod 1250mAh Pod System Kit - Grey,https://www.cigabuy.com/10pcs-authentic-uwell-crown-pod-1250mah-pod-system-kit-grey-p-21142.html,$66.93,$96.45 
Authentic Vaporesso Luxe Q Pod Kit - White,https://www.cigabuy.com/authentic-vaporesso-luxe-q-pod-kit-white-p-20665.html,,
Authentic Eleaf Iore Lite Pod Kit Plastic Standard Edition - Black,https://www.cigabuy.com/authentic-eleaf-iore-lite-pod-kit-plastic-standard-edition-black-p-21557.html,,
Portable Ultrasonic Mosquito Repellent Bracelet Silicone Strap IP65 Waterproof,https://www.cigabuy.com/portable-ultrasonic-mosquito-repellent-bracelet-silicone-strap-ip65-waterproof-p-21600.html,$1.19,$8.62 
20pcs Uwell Crown 3 0.25ohm Coil Head + 1pcs Free Crown 3 Sub-Ohm Tank Silver,https://www.cigabuy.com/20pcs-uwell-crown-3-025ohm-coil-head-1pcs-free-crown-3-sub-ohm-tank-silver-p-21160.html,$45.24,$51.80 
Authentic Uwell Whirl T1 Pod Mod Kit - Dark Blue,https://www.cigabuy.com/authentic-uwell-whirl-t1-pod-mod-kit-dark-blue-p-21568.html,,
BASEUS Metal Cable w/ Indicator 8Pin 2A Fast Charging/ Data Sync,https://www.cigabuy.com/baseus-metal-cable-w-indicator-8pin-2a-fast-charging-data-sync-p-21417.html,,
Authentic Uwell Whirl T1 Pod Mod Kit - Grey,https://www.cigabuy.com/authentic-uwell-whirl-t1-pod-mod-kit-grey-p-21569.html,,
30-LED Portable Collapsible Outdoor Camping Light Hanging Lantern,https://www.cigabuy.com/30-led-portable-collapsible-outdoor-camping-light-hanging-lantern-p-14948.html,$1.68,$2.06 
Authentic Geekvape Wenax C1 Kit - Blue,https://www.cigabuy.com/authentic-geekvape-wenax-c1-kit-blue-p-20495.html,$15.69,$23.15 
Authentic SMOK Nord 4 Pod Kit 2000mAh - Black,https://www.cigabuy.com/authentic-smok-nord-4-pod-kit-2000mah-black-p-20369.html,,
F1 In Ear/ Earhook Earphones IP5X Waterproof Headphone Super Bass Sport Headset,https://www.cigabuy.com/f1-in-ear-earhook-earphones-ip5x-waterproof-headphone-super-bass-sport-headset-p-19779.html,$3.58,$4.31 
Authentic SMOK RPM 4 Pod Kit - Pale Champagne,https://www.cigabuy.com/authentic-smok-rpm-4-pod-kit-pale-champagne-p-21165.html,,
Authentic Geekvape Wenax K1 Pod Kit - Gunmetal,https://www.cigabuy.com/authentic-geekvape-wenax-k1-pod-kit-gunmetal-p-20596.html,$15.71,$24.94 
Authentic Eleaf iSolo R Pod Kit - Dark Brown,https://www.cigabuy.com/authentic-eleaf-isolo-r-pod-kit-dark-brown-p-20646.html,,
Mini Foldable Handle Hair Dryer Portable Folding Blow Dryer Low Noise,https://www.cigabuy.com/mini-foldable-handle-hair-dryer-portable-folding-blow-dryer-low-noise-p-15431.html,$1.99,$2.52 
8 x Authentic Uwell Crown 5 FeCrAl UN2 Single Meshed Coil 0.23ohm 4pcs/pack,https://www.cigabuy.com/8-x-authentic-uwell-crown-5-fecral-un2-single-meshed-coil-023ohm-4pcspack-p-21692.html,,
Authentic Uwell Whirl T1 Pod Mod Kit - Camouflage,https://www.cigabuy.com/authentic-uwell-whirl-t1-pod-mod-kit-camouflage-p-21567.html,,
SanDisk A1 16GB UHS-I / Class 10 up to 98MB / s Micro SDHC Memory Card,https://www.cigabuy.com/sandisk-a1-16gb-uhs-class-10-up-to-98mb-s-micro-sdhc-memory-card-p-17561.html,,
Super Mini BluetoothV4.1+EDR Earbud HD Sound Simple Style,https://www.cigabuy.com/super-mini-bluetoothv41edr-earbud-hd-sound-simple-style-p-19768.html,$1.18,$11.32 
In Ear / Earhook Style Earphones IP5X Waterproof Headphone HiFi Super Bass,https://www.cigabuy.com/in-ear-earhook-style-earphones-ip5x-waterproof-headphone-hifi-super-bass-p-21659.html,$2.38,$5.55 
H96 MAX RK3318 4GB RAM 64GB ROM 5G WIFI bluetooth 4.0 Android 9.0 4K TV Box,https://www.cigabuy.com/h96-max-rk3318-4gb-ram-64gb-rom-5g-wifi-bluetooth-40-android-90-4k-tv-box-p-21739.html,$23.64,$78.80 
SMAEL Men Watches Sport Watch LED Digital 50M Waterproof Casual Watch,https://www.cigabuy.com/smael-men-watches-sport-watch-led-digital-50m-waterproof-casual-watch-p-21742.html,$5.91,$14.99 
S36 Earphone Heavy Bass In-Ear Earphones Music Headset Microphone 3.5mm,https://www.cigabuy.com/s36-earphone-heavy-bass-in-ear-earphones-music-headset-microphone-35mm-p-19796.html,$1.19,$1.60 
Authentic SMOK G-PRIV Pod Kit - Matte Black,https://www.cigabuy.com/authentic-smok-g-priv-pod-kit-matte-black-p-21635.html,,
Authentic SMOK G-PRIV Pod Kit - Nano Gunmetal,https://www.cigabuy.com/authentic-smok-g-priv-pod-kit-nano-gunmetal-p-21638.html,,
Authentic SMOK Nord 4 Pod Kit 2000mAh - Fluid Black Grey,https://www.cigabuy.com/authentic-smok-nord-4-pod-kit-2000mah-fluid-black-grey-p-20371.html,,
DUBERY 103 Polarized Sunglasses Men Driving Shades Male Retro Sun Glasses,https://www.cigabuy.com/dubery-103-polarized-sunglasses-men-driving-shades-male-retro-sun-glasses-p-18921.html,,
Authentic SMOK Thiner Pod Kit - Grey,https://www.cigabuy.com/authentic-smok-thiner-pod-kit-grey-p-21546.html,,
QCY MINI 2 Super Mini Earbud Bluetooth 5.0 Earphone Wireless Music  Headset,https://www.cigabuy.com/qcy-mini-2-super-mini-earbud-bluetooth-50-earphone-wireless-music-headset-p-14555.html,$3.58,$20.64 
Authentic Uwell Tripod PCC Pod Kit 370mAh + 1000mAh - Black,https://www.cigabuy.com/authentic-uwell-tripod-pcc-pod-kit-370mah-1000mah-black-p-20356.html,$27.75,$38.08 
